@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 64\nSize of the tree: 71\n','Number of leaves: 82\nSize of the tree: 91\n','Number of leaves: 73\nSize of the tree: 81\n','Number of leaves: 55\nSize of the tree: 61\n','Number of leaves: 91\nSize of the tree: 101\n','Number of leaves: 100\nSize of the tree: 111\n','Number of leaves: 109\nSize of the tree: 121\n','Number of leaves: 118\nSize of the tree: 131\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 21\nSize of the tree: 41\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,14,7,0,66.666667,33.333333,0,0.514851,0.14284,0.29156,68.306611,91.124651,43.687682,3239.167662,-3195.47998,2.080366,154.246079,-152.165713,17.561206,0.836248,40.197156,0.714286,5,0.142857,2,0.857143,12,0.285714,2,0.714286,0.714286,0.714286,0.571429,0.887755,0.758503,0.666667,0.143468,0.856532,0.333333,?,0.666667,?,?,0.816388,0.662585,?,0.666667,0.002,0,0.01,0,10,0,27101,26180,7432,85.714286,34.013605,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.440678,0.143355,0.296022,67.734642,91.269471,48.002519,4313.547581,-4265.545062,2.181933,196.070345,-193.888412,20.164344,0.916561,42.006847,0.857143,6,0.266667,4,0.733333,11,0.142857,1,0.6,0.857143,0.705882,0.55234,0.880952,0.711905,0.590909,0.148303,0.851697,0.409091,?,0.590909,?,?,0.767675,0.605788,?,0.590909,0.002,0.001,0,0,0,0,32869,26071,7541,81.818182,32.467532,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,12,10,0,54.545455,45.454545,0,0.369628,0.145061,0.304483,68.540723,93.878312,48.002519,3242.65703,-3194.654511,2.181933,147.393501,-145.211569,20.616452,0.937111,42.948687,0.571429,4,0.2,3,0.8,12,0.428571,3,0.571429,0.571429,0.571429,0.371429,0.871429,0.700222,0.545455,0.184051,0.815949,0.454545,?,0.545455,?,?,0.794592,0.594991,?,0.545455,0.002,0,0,0,0,0,27101,26071,7541,86.363636,31.168831,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,14,8,0,63.636364,36.363636,0,0.477745,0.129766,0.292813,61.313563,90.280083,48.002519,1102.15494,-1054.152421,2.181933,50.097952,-47.916019,20.306569,0.923026,42.303133,0.714286,5,0.266667,4,0.733333,11,0.285714,2,0.555556,0.714286,0.625,0.424043,0.766667,0.495238,0.636364,0.169948,0.830052,0.363636,?,0.636364,?,?,0.82408,0.595879,?,0.636364,0.002,0,0.01,0,10,0,29985,26071,7541,95.454545,32.467532,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,8,14,0,36.363636,63.636364,0,0.099415,0.171305,0.330526,80.940728,101.907966,48.002519,2180.498446,-2132.495927,2.181933,99.113566,-96.931633,15.806541,0.718479,32.928565,0.285714,2,0.466667,7,0.533333,8,0.714286,5,0.222222,0.285714,0.25,-0.171422,0.509524,0.335477,0.363636,0.292709,0.707291,0.636364,?,0.363636,?,?,0.660444,0.512571,?,0.363636,0.003,0,0,0,0,0,35753,26071,7541,90.909091,38.311688,'Number of leaves: 91\nSize of the tree: 101\n',101,91,91
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,9,12,0,42.857143,57.142857,0,0.217391,0.18201,0.368171,87.037888,115.068856,43.687682,6462.857217,-6419.169535,2.080366,307.755106,-305.67474,12.486198,0.594581,28.580593,0.714286,5,0.357143,5,0.642857,9,0.285714,2,0.5,0.714286,0.588235,0.3371,0.658163,0.446886,0.428571,0.214896,0.785104,0.571429,?,0.428571,?,?,0.600442,0.426664,?,0.428571,0.002,0,0,0,0,0,29985,26180,7432,71.428571,29.931973,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,10,11,0,47.619048,52.380952,0,0.232558,0.148946,0.289555,70.766361,89.834533,45.610762,30.926924,14.683838,2.171941,1.472711,0.69923,18.470431,0.879544,40.495774,0.571429,4,0.428571,6,0.571429,8,0.428571,3,0.4,0.571429,0.470588,0.13484,0.642857,0.427139,0.47619,0.289377,0.710623,0.52381,?,0.47619,?,?,0.734158,0.558243,?,0.47619,0.002,0,0,0,0,0,27101,26180,7432,95.238095,40.136054,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,14,7,0,66.666667,33.333333,0,0.522727,0.119167,0.263298,55.948909,80.602908,46.924024,2164.322289,-2117.398266,2.234477,103.062966,-100.828489,26.161193,1.245771,55.752238,0.857143,6,0.285714,4,0.714286,10,0.142857,1,0.6,0.857143,0.705882,0.53936,0.806122,0.557937,0.666667,0.166667,0.833333,0.333333,?,0.666667,?,?,0.807483,0.612491,?,0.666667,0.002,0,0,0,0,0,35753,26180,7432,90.47619,30.612245,'Number of leaves: 91\nSize of the tree: 101\n',101,91,91
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,10,11,0,47.619048,52.380952,0,0.266667,0.158287,0.329991,74.315536,101.019343,46.924024,4316.518884,-4269.594861,2.234477,205.548518,-203.314041,15.896373,0.75697,33.876834,0.428571,3,0.285714,4,0.714286,10,0.571429,4,0.428571,0.428571,0.428571,0.142857,0.586735,0.411408,0.47619,0.227235,0.772765,0.52381,?,0.47619,?,?,0.706495,0.474863,?,0.47619,0.002,0,0.01,0,10,0,29985,26180,7432,80.952381,30.612245,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,16,5,0,76.190476,23.809524,0,0.66129,0.112143,0.245781,52.718138,75.34663,46.480972,1091.741842,-1045.26087,2.21338,51.987707,-49.774327,24.945497,1.187881,53.668191,1,7,0.214286,3,0.785714,11,0,0,0.7,1,0.823529,0.74162,0.923469,0.833333,0.761905,0.103175,0.896825,0.238095,?,0.761905,?,?,0.912336,0.753401,?,0.761905,0.002,0,0,0,0,0,29985,26180,7432,95.238095,31.972789,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.398089,0.146653,0.273671,68.941572,83.896675,46.480972,1097.267926,-1050.786954,2.21338,52.250854,-50.037474,21.412798,1.019657,46.067879,1,7,0.5,7,0.5,7,0,0,0.5,1,0.666667,0.5,0.69898,0.543956,0.571429,0.192857,0.807143,0.428571,?,0.571429,?,?,0.76273,0.613467,?,0.571429,0.002,0,0.01,0,10,0,29985,26180,7432,95.238095,39.455782,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,12,10,0,54.545455,45.454545,0,0.356725,0.143073,0.29758,67.601134,91.750105,48.002519,3242.299974,-3194.297455,2.181933,147.377272,-145.195339,21.609413,0.982246,45.017247,0.714286,5,0.333333,5,0.666667,10,0.285714,2,0.5,0.714286,0.588235,0.356348,0.785714,0.558608,0.545455,0.212121,0.787879,0.454545,?,0.545455,?,?,0.748938,0.595855,?,0.545455,0.002,0,0,0,0,0,35753,26071,7541,86.363636,30.519481,'Number of leaves: 91\nSize of the tree: 101\n',101,91,91
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,12,10,0,54.545455,45.454545,0,0.367816,0.155073,0.328939,73.270931,101.418681,48.002519,2176.872655,-2128.870137,2.181933,98.948757,-96.766824,17.900565,0.813662,37.290888,0.428571,3,0.2,3,0.8,12,0.571429,4,0.5,0.428571,0.461538,0.239046,0.728571,0.477489,0.545455,0.179039,0.820961,0.454545,?,0.545455,?,?,0.75659,0.486874,?,0.545455,0.002,0,0,0,0,0,24217,26071,7541,90.909091,32.467532,'Number of leaves: 55\nSize of the tree: 61\n',61,55,55
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.422741,0.142856,0.284604,67.415374,87.628648,48.445571,3241.647703,-3193.202133,2.202071,147.347623,-145.145551,23.057646,1.048075,47.594951,1,7,0.4,6,0.6,9,0,0,0.538462,1,0.7,0.568399,0.809524,0.621978,0.590909,0.183766,0.816234,0.409091,?,0.590909,?,?,0.756556,0.604745,?,0.590909,0.002,0,0,0,0,0,27101,26071,7541,86.363636,35.714286,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.419355,0.129076,0.271358,60.912474,83.550249,48.445571,2166.183856,-2117.738285,2.202071,98.462903,-96.260831,26.040955,1.18368,53.753016,0.857143,6,0.333333,5,0.666667,10,0.142857,1,0.545455,0.857143,0.666667,0.48795,0.785714,0.583417,0.590909,0.188528,0.811472,0.409091,?,0.590909,?,?,0.775812,0.628339,?,0.590909,0.002,0,0.01,0,10,0,35753,26071,7541,90.909091,31.818182,'Number of leaves: 91\nSize of the tree: 101\n',101,91,91
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.374172,0.131616,0.304799,62.857562,95.122627,44.130734,5380.746858,-5336.616124,2.101464,256.226041,-254.124577,19.950227,0.950011,45.207104,0.571429,4,0.214286,3,0.785714,11,0.428571,3,0.571429,0.571429,0.571429,0.357143,0.785714,0.59949,0.571429,0.222961,0.777039,0.428571,?,0.571429,?,?,0.725668,0.555141,?,0.571429,0.002,0,0,0,0,0,35753,26180,7432,76.190476,27.891156,'Number of leaves: 91\nSize of the tree: 101\n',101,91,91
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.390323,0.149699,0.28981,70.373405,88.844067,46.480972,1101.071228,-1054.590256,2.21338,52.431963,-50.218584,18.094701,0.861652,38.929265,0.857143,6,0.428571,6,0.571429,8,0.142857,1,0.5,0.857143,0.631579,0.408248,0.811224,0.67381,0.571429,0.198413,0.801587,0.428571,?,0.571429,?,?,0.776003,0.592347,?,0.571429,0.002,0,0,0,0,0,29985,26180,7432,95.238095,38.095238,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,14,7,0,66.666667,33.333333,0,0.53481,0.13605,0.286477,63.957056,87.822222,46.480972,3237.681061,-3191.20009,2.21338,154.175289,-151.961909,22.104661,1.052603,47.556367,0.857143,6,0.214286,3,0.785714,11,0.142857,1,0.666667,0.857143,0.75,0.612372,0.826531,0.714286,0.666667,0.129365,0.870635,0.333333,?,0.666667,?,?,0.81475,0.607596,?,0.666667,0.002,0,0,0,0,0,29985,26180,7432,85.714286,31.972789,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,15,6,0,71.428571,28.571429,0,0.603774,0.129081,0.254305,60.681012,77.95956,46.480972,1094.288683,-1047.807711,2.21338,52.108985,-49.895605,22.140791,1.054323,47.634098,1,7,0.285714,4,0.714286,10,0,0,0.636364,1,0.777778,0.6742,0.826531,0.590909,0.714286,0.1,0.9,0.285714,?,0.714286,?,?,0.855424,0.659158,?,0.714286,0.007,0,0,0,0,0,29985,26180,7432,95.238095,37.414966,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.390323,0.152104,0.317435,71.504125,97.312682,46.480972,4315.702669,-4269.221697,2.21338,205.509651,-203.296271,15.54734,0.74035,33.448828,0.714286,5,0.142857,2,0.857143,12,0.285714,2,0.714286,0.714286,0.714286,0.571429,0.826531,0.677551,0.571429,0.171429,0.828571,0.428571,?,0.571429,?,?,0.751358,0.528231,?,0.571429,0.002,0,0,0,0,0,27101,26180,7432,76.190476,31.292517,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.38835,0.137227,0.301604,65.282858,93.708419,45.16771,3239.495478,-3194.327768,2.150843,154.261689,-152.110846,22.436979,1.068428,49.674821,0.714286,5,0.357143,5,0.642857,9,0.285714,2,0.5,0.714286,0.588235,0.3371,0.642857,0.427891,0.571429,0.209341,0.790659,0.428571,?,0.571429,?,?,0.705446,0.526871,?,0.571429,0.002,0.001,0,0,0,0,32869,26180,7432,85.714286,30.612245,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,12,10,0,54.545455,45.454545,0,0.367816,0.153494,0.298013,72.525146,91.883543,48.002519,2173.07099,-2125.068472,2.181933,98.775954,-96.594021,17.155129,0.779779,35.737976,0.714286,5,0.4,6,0.6,9,0.285714,2,0.454545,0.714286,0.555556,0.29277,0.804762,0.770292,0.545455,0.18355,0.81645,0.454545,?,0.545455,?,?,0.771429,0.618922,?,0.545455,0.002,0,0,0,0,0,27101,26071,7541,90.909091,37.662338,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,12,10,0,54.545455,45.454545,0,0.358601,0.162034,0.316739,76.560314,97.657151,48.002519,4316.414294,-4268.411775,2.181933,196.20065,-194.018717,14.598983,0.66359,30.412952,0.857143,6,0.333333,5,0.666667,10,0.142857,1,0.545455,0.857143,0.666667,0.48795,0.771429,0.501732,0.545455,0.169515,0.830485,0.454545,?,0.545455,?,?,0.72897,0.496242,?,0.545455,0.002,0,0,0,0,0,29985,26071,7541,81.818182,35.064935,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,14,8,0,63.636364,36.363636,0,0.47929,0.11538,0.257264,54.449132,79.210813,48.445571,1094.030407,-1045.584836,2.202071,49.728655,-47.526583,27.77993,1.262724,57.342558,0.714286,5,0.266667,4,0.733333,11,0.285714,2,0.555556,0.714286,0.625,0.424043,0.733333,0.583694,0.636364,0.188745,0.811255,0.363636,?,0.636364,?,?,0.821537,0.699157,?,0.636364,0.002,0,0,0,0,0,32869,26071,7541,95.454545,31.818182,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,11,11,0,50,50,0,0.279762,0.156513,0.310042,73.860306,95.460921,48.445571,2175.779319,-2127.333748,2.202071,98.89906,-96.696989,17.961491,0.816431,37.075611,0.714286,5,0.333333,5,0.666667,10,0.285714,2,0.5,0.714286,0.588235,0.356348,0.671429,0.531169,0.5,0.238095,0.761905,0.5,?,0.5,?,?,0.734717,0.568961,?,0.5,0.002,0,0,0,0,0,29985,26071,7541,90.909091,38.311688,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,16,5,0,76.190476,23.809524,0,0.662379,0.11432,0.239604,54.597046,74.776331,44.130734,1091.495157,-1047.364423,2.101464,51.97596,-49.874496,24.58426,1.170679,55.707799,0.857143,6,0.142857,2,0.857143,12,0.142857,1,0.75,0.857143,0.8,0.693375,0.892857,0.757576,0.761905,0.081936,0.918064,0.238095,?,0.761905,?,?,0.873498,0.768131,?,0.761905,0.002,0,0,0,0,0,27101,26180,7432,95.238095,31.972789,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.278351,0.156693,0.310483,74.543037,96.46724,45.16771,2173.454801,-2128.287091,2.150843,103.497848,-101.347004,14.324188,0.682104,31.713336,0.857143,6,0.428571,6,0.571429,8,0.142857,1,0.5,0.857143,0.631579,0.408248,0.739796,0.626984,0.52381,0.260073,0.739927,0.47619,?,0.52381,?,?,0.665111,0.506765,?,0.52381,0.002,0,0,0,0,0,27101,26180,7432,90.47619,36.734694,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.351852,0.140305,0.313934,65.957492,96.239427,46.480972,3240.832438,-3194.351466,2.21338,154.325354,-152.111975,22.878068,1.089432,49.220287,0.571429,4,0.142857,2,0.857143,12,0.428571,3,0.666667,0.571429,0.615385,0.447214,0.887755,0.719048,0.52381,0.17381,0.82619,0.47619,?,0.52381,?,?,0.808557,0.671655,?,0.52381,0.001,0,0,0,0,0,32869,26180,7432,85.714286,27.210884,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,10,11,0,47.619048,52.380952,0,0.245098,0.167489,0.342661,78.736234,105.046218,46.480972,4319.136739,-4272.655768,2.21338,205.673178,-203.459798,15.234596,0.725457,32.775983,0.571429,4,0.357143,5,0.642857,9,0.428571,3,0.444444,0.571429,0.5,0.204124,0.622449,0.463492,0.47619,0.246032,0.753968,0.52381,?,0.47619,?,?,0.652871,0.47808,?,0.47619,0.002,0.001,0.01,0,10,0,32869,26180,7432,80.952381,31.972789,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.475,0.143229,0.274185,67.331675,84.054171,46.480972,2168.358153,-2121.877182,2.21338,103.25515,-101.041771,21.835725,1.039796,46.977773,1,7,0.357143,5,0.642857,9,0,0,0.583333,1,0.736842,0.612372,0.857143,0.630952,0.619048,0.147619,0.852381,0.380952,?,0.619048,?,?,0.791246,0.611157,?,0.619048,0.002,0,0,0,0,0,29985,26180,7432,90.47619,38.77551,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,10,11,0,47.619048,52.380952,0,0.282609,0.152551,0.324816,71.714209,99.575421,46.480972,4314.059728,-4267.578756,2.21338,205.431416,-203.218036,20.512705,0.976795,44.131404,0.714286,5,0.428571,6,0.571429,8,0.285714,2,0.454545,0.714286,0.555556,0.26968,0.668367,0.439309,0.47619,0.224603,0.775397,0.52381,?,0.47619,?,?,0.669183,0.470926,?,0.47619,0.002,0,0,0,0,0,38637,26180,7432,80.952381,29.251701,'Number of leaves: 100\nSize of the tree: 111\n',111,100,100
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,12,10,0,54.545455,45.454545,0,0.369628,0.139755,0.303987,66.033641,93.725254,48.002519,2171.711094,-2123.708576,2.181933,98.714141,-96.532208,21.969718,0.998624,45.767844,0.571429,4,0.333333,5,0.666667,10,0.428571,3,0.444444,0.571429,0.5,0.225555,0.7,0.4329,0.545455,0.198337,0.801663,0.454545,?,0.545455,?,?,0.774593,0.530003,?,0.545455,0.002,0,0,0,0,0,27101,26071,7541,90.909091,32.467532,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,15,7,0,68.181818,31.818182,0,0.557471,0.122969,0.278131,58.138258,85.815645,47.702958,4308.543431,-4260.840472,2.168316,195.842883,-193.674567,22.783573,1.035617,47.761342,1,7,0.266667,4,0.733333,11,0,0,0.636364,1,0.777778,0.68313,0.895238,0.756494,0.681818,0.115368,0.884632,0.318182,?,0.681818,?,?,0.799134,0.631808,?,0.681818,0.002,0,0.01,0,10,0,32869,26071,7541,81.818182,29.220779,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,10,12,0,45.454545,54.545455,0,0.216617,0.148604,0.294651,69.912902,90.408852,49.182986,30.383759,18.799227,2.23559,1.38108,0.85451,21.582401,0.981018,43.881844,0.571429,4,0.4,6,0.6,9,0.428571,3,0.4,0.571429,0.470588,0.160357,0.728571,0.541392,0.454545,0.259307,0.740693,0.545455,?,0.454545,?,?,0.781223,0.557417,?,0.454545,0.002,0,0,0,0,0,27101,26071,7541,100,35.714286,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,10,12,0,45.454545,54.545455,0,0.230321,0.164538,0.332896,77.647567,102.497467,48.445571,5390.345897,-5341.900326,2.202071,245.015723,-242.813651,14.011237,0.636874,28.921605,0.428571,3,0.2,3,0.8,12,0.571429,4,0.5,0.428571,0.461538,0.239046,0.761905,0.5,0.454545,0.233117,0.766883,0.545455,?,0.454545,?,?,0.682171,0.484421,?,0.454545,0.002,0,0,0,0,0,24217,26071,7541,77.272727,31.168831,'Number of leaves: 55\nSize of the tree: 61\n',61,55,55
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.401899,0.155711,0.297106,74.316779,92.65102,44.430294,3241.754569,-3197.324274,2.115728,154.369265,-152.253537,17.196692,0.81889,38.704879,0.857143,6,0.285714,4,0.714286,10,0.142857,1,0.6,0.857143,0.705882,0.53936,0.852041,0.654762,0.571429,0.160989,0.839011,0.428571,?,0.571429,?,?,0.729903,0.544246,?,0.571429,0.002,0,0,0,0,0,29985,26180,7432,85.714286,36.054422,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,14,7,0,66.666667,33.333333,0,0.516447,0.130887,0.270651,62.468574,84.401015,44.430294,3236.975018,-3192.544724,2.115728,154.141668,-152.025939,18.885351,0.899302,42.505572,0.857143,6,0.214286,3,0.785714,11,0.142857,1,0.666667,0.857143,0.75,0.612372,0.897959,0.716667,0.666667,0.140354,0.859646,0.333333,?,0.666667,?,?,0.843072,0.673711,?,0.666667,0.002,0,0,0,0,0,29985,26180,7432,85.714286,32.653061,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
