@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 64\nSize of the tree: 71\n','Number of leaves: 82\nSize of the tree: 91\n','Number of leaves: 73\nSize of the tree: 81\n','Number of leaves: 55\nSize of the tree: 61\n','Number of leaves: 91\nSize of the tree: 101\n','Number of leaves: 100\nSize of the tree: 111\n','Number of leaves: 109\nSize of the tree: 121\n','Number of leaves: 118\nSize of the tree: 131\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 21\nSize of the tree: 41\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,16,5,0,76.190476,23.809524,0,0.674923,0.095497,0.236606,44.893173,72.534017,46.480972,2158.423422,-2111.94245,2.21338,102.782068,-100.568688,29.384669,1.39927,63.218706,0.857143,6,0.214286,3,0.785714,11,0.142857,1,0.666667,0.857143,0.75,0.612372,0.821429,0.761905,0.761905,0.097619,0.902381,0.238095,?,0.761905,?,?,0.886654,0.771315,?,0.761905,0.001,0,0,0,0,0,41521,26180,7432,90.47619,27.210884,'Number of leaves: 109\nSize of the tree: 121\n',121,109,109
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.394231,0.13675,0.28558,64.286035,87.547332,46.480972,1100.418497,-1053.937525,2.21338,52.400881,-50.187501,21.431403,1.020543,46.107907,0.714286,5,0.428571,6,0.571429,8,0.285714,2,0.454545,0.714286,0.555556,0.26968,0.729592,0.505328,0.571429,0.214286,0.785714,0.428571,?,0.571429,?,?,0.772897,0.600321,?,0.571429,0.002,0,0,0,0,0,32869,26180,7432,90.47619,34.693878,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.313725,0.158066,0.32762,74.306456,100.435193,46.480972,6456.675105,-6410.194134,2.21338,307.460719,-305.24734,17.653594,0.840647,37.980261,0.428571,3,0.285714,4,0.714286,10,0.571429,4,0.428571,0.428571,0.428571,0.142857,0.515306,0.370315,0.52381,0.222222,0.777778,0.47619,?,0.52381,?,?,0.67695,0.509833,?,0.52381,0.002,0,0,0,0,0,44405,26180,7432,71.428571,29.931973,'Number of leaves: 118\nSize of the tree: 131\n',131,118,118
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,7,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,14,7,0,66.666667,33.333333,0,0.551829,0.129612,0.281451,60.930273,86.281619,46.480972,2166.417444,-2119.936472,2.21338,103.162735,-100.949356,24.007655,1.143222,51.650502,0.857143,6,0.214286,3,0.785714,11,0.142857,1,0.666667,0.857143,0.75,0.612372,0.862245,0.641667,0.666667,0.107937,0.892063,0.333333,?,0.666667,?,?,0.825552,0.644841,?,0.666667,0.002,0,0,0,0,0,35753,26180,7432,90.47619,30.612245,'Number of leaves: 91\nSize of the tree: 101\n',101,91,91
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,16,6,0,72.727273,27.272727,0,0.607143,0.11906,0.256999,56.25521,79.237988,48.002519,2166.144851,-2118.142332,2.181933,98.46113,-96.279197,23.74157,1.079162,49.459008,1,7,0.266667,4,0.733333,11,0,0,0.636364,1,0.777778,0.68313,0.909524,0.805195,0.727273,0.118,0.882,0.272727,?,0.727273,?,?,0.876937,0.719672,?,0.727273,0.001,0.001,0,0,0,0,29985,26071,7541,90.909091,33.116883,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.422741,0.147278,0.288946,69.588293,89.087993,48.002519,30.832186,17.170332,2.181933,1.401463,0.78047,20.176511,0.917114,42.032192,0.857143,6,0.466667,7,0.533333,8,0.142857,1,0.461538,0.857143,0.6,0.36991,0.62381,0.434281,0.590909,0.200433,0.799567,0.409091,?,0.590909,?,?,0.734253,0.568528,?,0.590909,0.002,0.001,0,0,0,0,29985,26071,7541,95.454545,37.662338,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,12,10,0,54.545455,45.454545,0,0.351032,0.141718,0.284421,66.878292,87.572067,48.445571,3240.492847,-3192.047276,2.202071,147.295129,-145.093058,20.455861,0.929812,42.22442,0.857143,6,0.266667,4,0.733333,11,0.142857,1,0.6,0.857143,0.705882,0.55234,0.880952,0.711905,0.545455,0.200467,0.799533,0.454545,?,0.545455,?,?,0.788488,0.626624,?,0.545455,0.002,0,0,0,0,0,29985,26071,7541,86.363636,33.116883,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.403614,0.149669,0.321698,70.630604,99.049684,48.445571,5384.18995,-5335.74438,2.202071,244.735907,-242.533835,18.988556,0.863116,39.195648,0.714286,5,0.133333,2,0.866667,13,0.285714,2,0.714286,0.714286,0.714286,0.580952,0.838095,0.634354,0.590909,0.200433,0.799567,0.409091,?,0.590909,?,?,0.726373,0.517588,?,0.590909,0.001,0.001,0,0,0,0,32869,26071,7541,77.272727,29.220779,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.44918,0.14249,0.296537,68.05073,92.544224,44.130734,3239.784323,-3195.653589,2.101464,154.275444,-152.17398,18.011631,0.857697,40.814257,0.714286,5,0.285714,4,0.714286,10,0.285714,2,0.555556,0.714286,0.625,0.408248,0.69898,0.522367,0.619048,0.18315,0.81685,0.380952,?,0.619048,?,?,0.74471,0.578166,?,0.619048,0.002,0,0,0,0,0,29985,26180,7432,85.714286,31.972789,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,10,11,0,47.619048,52.380952,0,0.264331,0.159791,0.299661,75.117504,91.863973,46.480972,1101.40015,-1054.919179,2.21338,52.447626,-50.234247,18.78088,0.894328,40.405524,0.857143,6,0.571429,8,0.428571,6,0.142857,1,0.428571,0.857143,0.571429,0.285714,0.617347,0.39529,0.47619,0.240476,0.759524,0.52381,?,0.47619,?,?,0.65872,0.504927,?,0.47619,0.002,0,0,0,0,0,32869,26180,7432,95.238095,38.77551,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.398089,0.121891,0.274232,57.300801,84.068609,46.480972,2166.606109,-2120.125137,2.21338,103.171719,-100.95834,23.818064,1.134194,51.242613,0.571429,4,0.142857,2,0.857143,12,0.428571,3,0.666667,0.571429,0.615385,0.447214,0.913265,0.821429,0.571429,0.171429,0.828571,0.428571,?,0.571429,?,?,0.871879,0.722902,?,0.571429,0.002,0,0.01,0,10,0,27101,26180,7432,90.47619,29.931973,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,14,7,0,66.666667,33.333333,0,0.537736,0.125425,0.275333,58.962014,84.405974,46.480972,2166.608005,-2120.127033,2.21338,103.17181,-100.95843,23.082675,1.099175,49.660483,0.714286,5,0.285714,4,0.714286,10,0.285714,2,0.555556,0.714286,0.625,0.408248,0.734694,0.507937,0.666667,0.145238,0.854762,0.333333,?,0.666667,?,?,0.806516,0.602185,?,0.666667,0.002,0,0,0,0,0,29985,26180,7432,90.47619,33.333333,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.34375,0.169561,0.346552,79.710341,106.238798,46.480972,4320.412703,-4273.931731,2.21338,205.733938,-203.520559,15.70953,0.748073,33.797765,0.571429,4,0.214286,3,0.785714,11,0.428571,3,0.571429,0.571429,0.571429,0.357143,0.770408,0.531397,0.52381,0.184921,0.815079,0.47619,?,0.52381,?,?,0.692168,0.419763,?,0.52381,0.001,0.001,0,0,0,0,24217,26180,7432,80.952381,33.333333,'Number of leaves: 55\nSize of the tree: 61\n',61,55,55
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,8,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.290541,0.153209,0.296272,72.885688,92.051813,45.16771,2170.180885,-2125.013175,2.150843,103.341947,-101.191104,16.885858,0.804088,37.384801,0.714286,5,0.357143,5,0.642857,9,0.285714,2,0.5,0.714286,0.588235,0.3371,0.821429,0.661255,0.52381,0.238645,0.761355,0.47619,?,0.52381,?,?,0.766315,0.601855,?,0.52381,0.002,0,0,0,0,0,29985,26180,7432,90.47619,34.693878,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,14,8,0,63.636364,36.363636,0,0.46988,0.133483,0.279326,63.070177,86.121951,48.002519,2169.907648,-2121.905129,2.181933,98.632166,-96.450233,20.453951,0.929725,42.610162,0.714286,5,0.266667,4,0.733333,11,0.285714,2,0.555556,0.714286,0.625,0.424043,0.72381,0.481962,0.636364,0.188745,0.811255,0.363636,?,0.636364,?,?,0.779437,0.535588,?,0.636364,0.006,0,0.01,0,10,0,32869,26071,7541,86.363636,35.714286,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.435897,0.136844,0.282486,63.656934,85.588088,50.496248,2169.065434,-2118.569186,2.295284,98.593883,-96.298599,25.499717,1.159078,50.498242,1,7,0.4,6,0.6,9,0,0,0.538462,1,0.7,0.568399,0.761905,0.492674,0.590909,0.162839,0.837161,0.409091,?,0.590909,?,?,0.790166,0.558309,?,0.590909,0.001,0,0,0,0,0,32869,26071,7541,90.909091,35.064935,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,11,11,0,50,50,0,0.314448,0.132213,0.275947,61.502884,83.606917,50.496248,1096.160279,-1045.664031,2.295284,49.825467,-47.530183,26.255892,1.19345,51.995728,0.714286,5,0.266667,4,0.733333,11,0.285714,2,0.555556,0.714286,0.625,0.424043,0.852381,0.706432,0.5,0.2,0.8,0.5,?,0.5,?,?,0.825339,0.618707,?,0.5,0.001,0,0,0,0,0,29985,26071,7541,95.454545,33.116883,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,15,7,0,68.181818,31.818182,0,0.568627,0.118339,0.26619,55.048941,80.65065,50.496248,3236.832452,-3186.336204,2.295284,147.128748,-144.833464,26.106653,1.186666,51.700184,0.857143,6,0.266667,4,0.733333,11,0.142857,1,0.6,0.857143,0.705882,0.55234,0.861905,0.62619,0.681818,0.117783,0.882217,0.318182,?,0.681818,?,?,0.825199,0.628934,?,0.681818,0.002,0,0,0,0,0,35753,26071,7541,86.363636,30.519481,'Number of leaves: 91\nSize of the tree: 101\n',101,91,91
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.355828,0.149972,0.295687,70.501523,90.645905,46.480972,2170.465413,-2123.984442,2.21338,103.355496,-101.142116,19.701867,0.938184,42.386952,0.714286,5,0.357143,5,0.642857,9,0.285714,2,0.5,0.714286,0.588235,0.3371,0.75,0.511988,0.52381,0.17381,0.82619,0.47619,?,0.52381,?,?,0.760412,0.582906,?,0.52381,0.001,0,0,0,0,0,27101,26180,7432,90.47619,35.37415,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.347826,0.163807,0.325139,77.92752,101.020649,45.16771,4316.580874,-4271.413164,2.150843,205.55147,-203.400627,15.530086,0.739528,34.38316,0.857143,6,0.285714,4,0.714286,10,0.142857,1,0.6,0.857143,0.705882,0.53936,0.852041,0.654762,0.52381,0.168633,0.831367,0.47619,?,0.52381,?,?,0.70924,0.541383,?,0.52381,0.002,0,0,0,0,0,32869,26180,7432,80.952381,33.333333,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.292929,0.152917,0.297971,72.983078,92.920495,44.430294,1100.98092,-1056.550626,2.115728,52.427663,-50.311935,17.999009,0.857096,40.510668,0.571429,4,0.357143,5,0.642857,9,0.428571,3,0.444444,0.571429,0.5,0.204124,0.688776,0.450564,0.52381,0.265568,0.734432,0.47619,?,0.52381,?,?,0.717595,0.535137,?,0.52381,0.001,0,0,0.01,0,10,27101,26180,7432,95.238095,37.414966,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.464968,0.144686,0.301239,69.054719,93.939796,44.430294,2170.332238,-2125.901943,2.115728,103.349154,-101.233426,19.688112,0.937529,44.312361,0.857143,6,0.214286,3,0.785714,11,0.142857,1,0.666667,0.857143,0.75,0.612372,0.846939,0.654762,0.619048,0.148291,0.851709,0.380952,?,0.619048,?,?,0.793973,0.581576,?,0.619048,0.001,0,0,0,0,0,32869,26180,7432,90.47619,35.37415,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.475,0.143383,0.285596,68.43257,89.061575,44.430294,2170.176351,-2125.746057,2.115728,103.341731,-101.226003,17.32941,0.82521,39.00359,1,7,0.285714,4,0.714286,10,0,0,0.636364,1,0.777778,0.6742,0.795918,0.554113,0.619048,0.110317,0.889683,0.380952,?,0.619048,?,?,0.793532,0.628292,?,0.619048,0.001,0,0,0,0,0,27101,26180,7432,90.47619,36.054422,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,9,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.386364,0.145282,0.286544,69.474614,89.556773,43.687682,1098.787273,-1055.099591,2.080366,52.323203,-50.242838,17.660413,0.840972,40.424238,0.714286,5,0.357143,5,0.642857,9,0.285714,2,0.5,0.714286,0.588235,0.3371,0.806122,0.642857,0.571429,0.180037,0.819963,0.428571,?,0.571429,?,?,0.800597,0.617985,?,0.571429,0.001,0,0.01,0,10,0,24217,26180,7432,95.238095,36.734694,'Number of leaves: 55\nSize of the tree: 61\n',61,55,55
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,11,11,0,50,50,0,0.304598,0.163642,0.301515,77.320075,92.963248,48.002519,1103.120392,-1055.117873,2.181933,50.141836,-47.959903,17.526328,0.796651,36.511267,0.857143,6,0.466667,7,0.533333,8,0.142857,1,0.461538,0.857143,0.6,0.36991,0.685714,0.423077,0.5,0.190977,0.809023,0.5,?,0.5,?,?,0.726663,0.502642,?,0.5,0.002,0,0,0,0,0,29985,26071,7541,95.454545,38.961039,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.422741,0.132304,0.281568,62.244072,86.394547,49.182986,2169.477208,-2120.294222,2.23559,98.6126,-96.37701,21.439844,0.974538,43.591994,0.857143,6,0.333333,5,0.666667,10,0.142857,1,0.545455,0.857143,0.666667,0.48795,0.847619,0.707257,0.590909,0.1671,0.8329,0.409091,?,0.590909,?,?,0.804708,0.609753,?,0.590909,0.001,0,0,0,0,0,29985,26071,7541,90.909091,33.766234,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,17,5,0,77.272727,22.727273,0,0.683908,0.113509,0.252839,53.665267,78.011923,47.702958,2162.877715,-2115.174757,2.168316,98.312623,-96.144307,27.815005,1.264318,58.308762,1,7,0.2,3,0.8,12,0,0,0.7,1,0.823529,0.748331,0.919048,0.759524,0.772727,0.08961,0.91039,0.227273,?,0.772727,?,?,0.868039,0.7079,?,0.772727,0.001,0,0,0,0,0,32869,26071,7541,90.909091,32.467532,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.439093,0.146773,0.304464,68.275554,92.247134,50.496248,3247.71271,-3197.216462,2.295284,147.623305,-145.328021,21.697003,0.986227,42.967556,0.714286,5,0.266667,4,0.733333,11,0.285714,2,0.555556,0.714286,0.625,0.424043,0.795238,0.542735,0.590909,0.174242,0.825758,0.409091,?,0.590909,?,?,0.766772,0.580287,?,0.590909,0.001,0,0,0,0,0,32869,26071,7541,81.818182,33.766234,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,14,7,0,66.666667,33.333333,0,0.53481,0.116397,0.249164,54.71802,76.383687,46.480972,21.633681,24.847291,2.21338,1.030175,1.183204,25.422082,1.210575,54.693526,0.857143,6,0.357143,5,0.642857,9,0.142857,1,0.545455,0.857143,0.666667,0.47194,0.846939,0.674242,0.666667,0.150794,0.849206,0.333333,?,0.666667,?,?,0.887218,0.751335,?,0.666667,0.001,0,0,0,0,0,27101,26180,7432,100,33.333333,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,10,11,0,47.619048,52.380952,0,0.254839,0.1711,0.332373,80.433746,101.892323,46.480972,3247.604062,-3201.123091,2.21338,154.647812,-152.434433,13.192562,0.628217,28.382715,0.714286,5,0.357143,5,0.642857,9,0.285714,2,0.5,0.714286,0.588235,0.3371,0.72449,0.482684,0.47619,0.230159,0.769841,0.52381,?,0.47619,?,?,0.675648,0.411424,?,0.47619,0.001,0,0.01,0,10,0,24217,26180,7432,85.714286,36.734694,'Number of leaves: 55\nSize of the tree: 61\n',61,55,55
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.471698,0.121576,0.276675,57.15279,84.817364,46.480972,3235.848242,-3189.36727,2.21338,154.088012,-151.874632,25.430932,1.210997,54.712565,0.714286,5,0.285714,4,0.714286,10,0.285714,2,0.555556,0.714286,0.625,0.408248,0.795918,0.657143,0.619048,0.153175,0.846825,0.380952,?,0.619048,?,?,0.826447,0.658957,?,0.619048,0.001,0,0,0,0,0,32869,26180,7432,85.714286,28.571429,'Number of leaves: 82\nSize of the tree: 91\n',91,82,82
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,9,12,0,42.857143,57.142857,0,0.168317,0.166313,0.341554,79.376471,106.511746,44.430294,4316.79142,-4272.361126,2.115728,205.561496,-203.445768,14.573507,0.693977,32.800834,0.571429,4,0.428571,6,0.571429,8,0.428571,3,0.4,0.571429,0.470588,0.13484,0.55102,0.419048,0.428571,0.297314,0.702686,0.571429,?,0.428571,?,?,0.622939,0.44903,?,0.428571,0.001,0,0,0,0,0,29985,26180,7432,80.952381,30.612245,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.459807,0.133718,0.277321,63.820175,86.480927,44.430294,1097.5562,-1053.125906,2.115728,52.264581,-50.148853,20.785985,0.989809,46.78336,0.857143,6,0.357143,5,0.642857,9,0.142857,1,0.545455,0.857143,0.666667,0.47194,0.795918,0.549784,0.619048,0.158669,0.841331,0.380952,?,0.619048,?,?,0.827903,0.646579,?,0.619048,0.001,0,0,0,0,0,29985,26180,7432,95.238095,34.693878,'Number of leaves: 73\nSize of the tree: 81\n',81,73,73
Glass-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6,10,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,14,7,0,66.666667,33.333333,0,0.527331,0.115028,0.258,54.899862,80.456,44.430294,2164.022969,-2119.592675,2.115728,103.048713,-100.932985,25.214566,1.200694,56.750842,0.857143,6,0.214286,3,0.785714,11,0.142857,1,0.666667,0.857143,0.75,0.612372,0.852041,0.77551,0.666667,0.134799,0.865201,0.333333,?,0.666667,?,?,0.849673,0.693311,?,0.666667,0.002,0,0.01,0,10,0,27101,26180,7432,90.47619,31.972789,'Number of leaves: 64\nSize of the tree: 71\n',71,64,64
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,17,5,0,77.272727,22.727273,0,0.6875,0.070447,0.220169,33.285764,67.882575,48.002519,1086.46536,-1038.462842,2.181933,49.384789,-47.202856,33.26928,1.51224,69.307363,0.857143,6,0.2,3,0.8,12,0.142857,1,0.666667,0.857143,0.75,0.622532,0.919048,0.77619,0.772727,0.094156,0.905844,0.227273,0.751082,0.772727,0.756818,0.673923,0.904924,0.783307,0.758333,0.772727,0.009,0.001,0,0,0,0,14317,18151,3701,95.454545,25.324675,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,19,3,0,86.363636,13.636364,0,0.813031,0.050128,0.189907,23.699879,58.594522,47.702958,1083.419313,-1035.716355,2.168316,49.246332,-47.078016,39.845294,1.81115,83.527931,0.714286,5,0.066667,1,0.933333,14,0.285714,2,0.833333,0.714286,0.769231,0.677296,0.838095,0.712121,0.863636,0.07316,0.92684,0.136364,0.866162,0.863636,0.862402,0.794168,0.911147,0.812443,0.918552,0.863636,0.007,0.001,0.01,0,10,0,18265,18151,3701,90.909091,19.480519,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.461957,0.122197,0.304181,57.489228,93.332913,49.182986,5380.264992,-5331.082006,2.23559,244.5575,-242.321909,23.920344,1.087288,48.635403,0.714286,5,0.266667,4,0.733333,11,0.285714,2,0.555556,0.714286,0.625,0.424043,0.766667,0.512121,0.590909,0.124242,0.875758,0.409091,0.634343,0.590909,0.5787,0.467584,0.770996,0.564834,0.534509,0.590909,0.007,0,0.01,0,10,0,18265,18151,3701,77.272727,24.025974,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27
